function_dir;good_fitness;count;final_function;final_fitness;stagnation;start_diversity;end_diversity;found_generation;regs;inst;popS;gen;mutInst;mutRegs;cross;seed_dir
I.11.19;False;42;['x_1*(-x_1 + x_2 + x_3 + x_4 + x_5 + 2*tan(tan(1/x_1)))*(tanh(x_0)**x_0)**x_0', 'x_2*(x_0 + x_1 - x_2 + x_5 - sin((0.75**(-x_0 + x_2))**(0.75*x_3))) + 2*x_3 + 2*x_4', 'x_2 + log(x_2**(2*x_5 - 6.0)*(-x_0 - x_3 - x_4 + (x_1*(x_2 + x_5))**(x_0 + x_3 + x_4))/x_5)', 'x_1*(-x_1 + x_2 + x_3 + x_4 + x_5 + tanh(0.5772**x_3 + x_0 - 0.958924274663138*x_1))', 'x_0*(-x_0 + x_2 + x_3 + x_4 + (1.5/x_0)**x_4) + x_1*x_5', 'x_4*(x_1 + x_2 + x_3 - x_4 + x_5)/sin(tanh(x_4))**((x_0 - x_4 + sin(x_0)/x_0)*sin(tanh(x_4)))', 'x_1*(x_3 + x_4 + tan(tanh(x_0 - x_1))) + x_2*x_5', '(x_2*x_4 + (x_0 - 0.142546543074278)*(x_2*x_4 + x_3*(x_0 - x_5 + 5.0)) + (2.718281828459045*x_1 + x_5)*(x_0 - x_5 + 5.0))/(x_0 - x_5 + 5.0)', '(x_0*x_4*(x_3 - log(x_1 + x_2)) + x_0*x_4*(x_0 + x_3 + 2*x_4 + x_5*log(x_1 + x_2) - log(x_1 + x_2))*log(x_1 + x_2) + x_0*log(x_1 + x_2) - x_4*x_5*log(x_1 + x_2))/(x_0*x_4)', '((x_2**0.75 + x_4)*(tanh(x_0)**tanh(x_0))**(0.5773502691896258*x_0**2*x_3))**(tanh(x_5)**x_5)/(x_1 + x_3)', 'x_0*(x_3 + 1/(-x_1 + x_2 + x_4 + x_5 - 0.8306408778607839*x_4/x_0) + x_1*(-x_1 + x_2 + x_4 + x_5)/x_0)', '(x_1 + x_3)*(sqrt(x_0)*sqrt(x_5/x_4) + x_4)*tanh(0.666666666666667*x_2/tanh(x_2))', '0.7071067811865475**x_5*(1.4142135623730951**x_5*(x_0*x_5 - x_0*tan(sin(x_3)) + x_1*x_2 + 3*x_4 + 0.75) - x_2)', 'x_1*(x_3*(x_4 + 1.22474487139159*(x_0 + x_2*x_5*tanh(1.5/x_1) + x_3)*sqrt(1/x_1) - 1.22474487139159*sqrt(1/x_1)) - 1)/x_3', '-x_0**2 + x_0*x_1 + x_0*x_3 + x_0*x_4 + x_0*x_4**(x_0 - x_1 - x_4 - x_2*x_5/x_0) + x_2*x_5', '2*x_0 - 0.6205672780199155*x_1**2/x_4 + x_1*x_3 + 0.6205672780199155*x_1*x_4 + x_2*x_5', '2*sqrt(x_2)*(x_0 + x_1) + 3.14886766715547*x_3 + 4*x_4 + 2*x_5 - 20.5954706686219', '(x_2*(x_3*(x_0 - sqrt(x_1*x_2)) + sqrt(x_1*x_2)*(x_3 + x_4 + x_5)) - (1.20206**x_5 - x_4)*log(x_1))/x_2', 'x_5**0.25*(2.0*x_0 + 2.0*x_1 + 2.0*x_2 + 2.0*x_3 + 2.0*x_4 + 0.5*log(x_5) - 10.0)', 'x_4*x_5 + (1.25*x_0*x_3 + x_2*(x_1 + 0.244918662403709))*sin(tanh(x_1))', '2*x_0 + 3*x_1 + 2*x_2 + 2.927658134321259*x_3 + 2*x_5**log(x_4) - 10.0', 'x_0*asin(tanh(x_0/(x_1 - 1/x_5**1.5)))/(x_1 - 1/x_5**1.5) + x_1*(x_3 + x_4) + x_2*(x_5 - 2.0/(x_3*x_5**1.5))*asin(tanh(x_0/(x_1 - 1/x_5**1.5)))', 'x_1*(x_0**x_3*(x_0*(x_4/x_1)**((x_0/x_3)**(-1.4142135623730951/x_4)) - x_1 + x_2 + x_3 + x_5) + 1)/x_0**x_3', '(x_0*x_1*x_4 + x_2*(x_0*(x_0 - x_2 + x_3 + x_5 + cos(x_2)) + 2.0))/x_0', 'x_4*(x_0*x_2/(x_4*tanh(2.2675142390550335*x_4/x_5)) + x_1 + x_3 - x_4 + x_5 + (x_4 - x_5)/(x_1 + x_3 - x_4 + x_5))', 'x_5 + (x_0 - log(asin(x_2**(-1.0))/(x_4/x_0)**1.5))*(x_1 + x_3)', 'x_1*(x_0 - x_1 + x_2 + x_3 + x_4 + 1/(x_0 + x_3 - (x_2 - cos(x_5))/x_5) - (x_2 - cos(x_5))/x_5 + x_5**2/x_1**2)', 'x_4*(x_1 + x_2 + x_3) - (x_4**2 - (x_0*x_4 + x_2*(-x_4 + x_5 + 0.4342944819032518))*tanh(x_3))*tanh(x_0)*tanh(x_3)**x_4', 'x_2*x_5 + x_4*(x_1 - x_3*sin(sin(x_0)/sqrt(x_4)) + x_3 - x_4 + 3.141592653589793)', '(x_3 + x_5**2)*(x_0 + x_1 + x_4)*tanh(cos(tanh(tan(cos(log(x_2)*tanh(x_5)**(x_0 - 5.0))))))/x_5', 'sqrt(x_0) + x_0 + x_0**log(x_3) + x_1*x_4 + x_2*x_5 + 2*x_3 - 5.0', '(2*x_0 + x_1*(-x_1 + x_2 + x_3 + x_5)**tanh(x_0) + 3*x_4 - 5.0)/tanh(x_0)**tanh(x_0)', '(x_0*(x_2 + x_3 - log(tanh(x_0)**x_2)) + x_1*(-x_0 + x_4 + x_5))/x_1**2', '-(2*x_0 - x_3*(2*x_0 + 2*x_1 + x_3 + 2*x_5 - 3.0))*log((x_2 + x_4)*tanh(x_0))/x_3', 'x_2 + 2*x_5 + 0.6496369390800624*(x_0 + sqrt(x_2))*(x_3 + x_4**(x_1**(0.75**(sqrt(x_0)))/2))', '(x_3 + x_4)/tanh(tanh(tanh((x_1 + x_4 - 0.4342944819032518)/(x_1*(x_1 + x_4 - 0.4342944819032518) + x_2*x_5)))/tanh(sqrt(x_0)))', '(x_0*x_3*x_4 + (x_2 + log((x_0*(x_0 + x_1 + x_5**(2.718281828459045*x_0*x_1/(x_0*(x_0 - 0.255341921221036) + 1)) - 5.25534192122104) + 1)/x_0))*(x_0*(x_0 - 0.255341921221036) + 1))/x_0', '1.0*x_0*x_5 + 0.4492548906820696*x_1*x_2 + 0.4492548906820696*x_1*x_4/tanh(x_3) + 0.5507451093179304*x_2*x_3*tanh(x_5) + 0.5507451093179304*x_3*x_4*tanh(x_5)/tanh(x_3)', '(x_0*x_3 + x_1*(x_1*(x_3 + x_5) - x_1 + x_2*x_4*sqrt(0.75**(0.75*x_3)*sqrt(x_0))))/x_1', '(x_2*(x_5 + 0.25) + x_4*(x_0 + x_1 + x_3 - x_4))/tanh((x_2*(x_5 + 0.25) + x_4*(x_0 + x_1 + x_3 - x_4))/(x_1*x_4))', 'x_0*x_1 + x_0*(x_3 - x_5 + 0.4342944819032518*sin(x_1)) + x_2*(x_5 - 0.4342944819032518*sin(x_1)) + x_4*x_5*cos(0.75**(x_0*x_1))**2', '(2*x_0 + x_1*(-x_1 + x_2 + x_3 + x_4 + x_5 - 1.8949340668482264))/tanh(x_1)'];[9.805384329345346, 8.550949669589603, 4.430201053910899, 10.05143461744969, 5.744233532340494, 8.595661788517774, 4.595956244042927, 3.872035142505256, 4.300019619133168, 11.622471212214458, 2.877128411888052, 11.588384671857536, 5.570502363254824, 3.634975925653211, 4.042377738249488, 3.2769950557325696, 8.539085813482304, 0.6998111290533167, 6.802664566104875, 5.621358499000495, 10.496733750886465, 4.499697455506493, 6.834977635703365, 6.571953507820214, 5.433987874796304, 10.73363299086802, 6.67108965637571, 3.891676028973958, 4.5508246661666165, 8.155431466506595, 0.3024944592722175, 6.575445461110853, 4.722101603567141, 5.299514500832862, 6.044808774783875, 8.953928423029279, 5.540773408902194, 6.3914284608895775, 7.297849340869764, 5.559050174863772, 3.817273136379577, 5.806856759773499];[99.961, 99.956, 99.945, 99.949, 99.949, 99.948, 99.958, 99.941, 99.931, 99.947, 99.951, 99.96, 99.93, 99.939, 99.948, 99.959, 99.951, 99.905, 99.97, 99.958, 99.947, 99.894, 99.951, 99.972, 99.937, 99.965, 99.946, 99.939, 99.922, 99.95, 99.945, 99.963, 99.951, 99.963, 99.97, 99.929, 99.947, 99.931, 99.957, 99.939, 99.931, 99.968];[98.0, 98.0, 94.0, 94.0, 96.0, 94.0, 92.0, 92.0, 98.0, 98.0, 98.0, 96.0, 96.0, 94.0, 96.0, 96.0, 98.0, 98.0, 96.0, 88.0, 90.0, 100.0, 86.0, 98.0, 98.0, 94.0, 96.0, 86.0, 94.0, 94.0, 96.0, 90.0, 98.0, 92.0, 98.0, 96.0, 96.0, 88.0, 96.0, 96.0, 98.0, 88.0];[78.0, 72.0, 50.0, 60.0, 60.0, 68.0, 92.0, 32.0, 86.0, 90.0, 58.0, 66.0, 78.0, 46.0, 66.0, 88.0, 54.0, 96.0, 80.0, 50.0, 74.0, 28.0, 68.0, 44.0, 44.0, 64.0, 86.0, 36.0, 86.0, 56.0, 88.0, 84.0, 70.0, 70.0, 78.0, 28.0, 48.0, 38.0, 82.0, 54.0, 68.0, 72.0];[100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10];[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50];[100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000];[0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07];[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];['seed_46', 'seed_10', 'seed_21', 'seed_12', 'seed_47', 'seed_42', 'seed_22', 'seed_16', 'seed_15', 'seed_45', 'seed_41', 'seed_11', 'seed_20', 'seed_14', 'seed_23', 'seed_34', 'seed_40', 'seed_38', 'seed_32', 'seed_2', 'seed_27', 'seed_1', 'seed_5', 'seed_4', 'seed_36', 'seed_43', 'seed_33', 'seed_17', 'seed_29', 'seed_28', 'seed_31', 'seed_39', 'seed_7', 'seed_50', 'seed_26', 'seed_25', 'seed_24', 'seed_49', 'seed_30', 'seed_13', 'seed_3', 'seed_48']
I.11.19;True;8;['x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0/x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 0.0, 9.18234093677258e-30, 7.793945743583597e-30, 5.679798517591285e-30, 5.174927538249837e-30, 4.133631143358102e-30, 1.2211566812821264e-29];[99.945, 99.984, 99.945, 99.911, 99.963, 99.971, 99.953, 99.94];[96.0, 94.0, 96.0, 96.0, 94.0, 96.0, 98.0, 96.0];[60.0, 60.0, 76.0, 70.0, 80.0, 76.0, 76.0, 78.0];[81157, 894, 26525, 32977, 8740, 1626, 46275, 21399];[5, 5, 5, 5, 5, 5, 5, 5];[10, 10, 10, 10, 10, 10, 10, 10];[50, 50, 50, 50, 50, 50, 50, 50];[100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000];[0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07];[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];['seed_9', 'seed_18', 'seed_37', 'seed_8', 'seed_6', 'seed_44', 'seed_35', 'seed_19']
I.27.6;False;29;['asin(cos(1.7320508075688772**(1 - x_0)*tanh(x_2)**x_0)*tanh(x_1/x_2))', '0.97738182285237*x_1*sin(0.51390320533071*sqrt(x_0*x_2/x_1))/x_2', 'sqrt(((x_1 - 0.6931471805599453)**tanh(1.5*x_2))**tanh(1.5*x_2)*log(x_0*x_2))/x_2', 'log(((x_1/x_2 + x_1**tan(0.6088593650139138**x_2))**(tanh(x_0)**x_0))**(sqrt((tanh(x_0)**x_0)**((x_1/x_2 + x_1**tan(0.6088593650139138**x_2))**(tanh(x_0)**x_0)))))', 'log(-0.4342944819032518**(0.6931471805599453/x_0) + x_1*x_2*log(x_0 + 0.6931471805599453/x_0) + tan(sin(x_2)))/x_2', 'sqrt((x_0*x_1*x_2 - (x_0**0.6931471805599453 + x_2)*tanh(1/x_2))/(x_0**0.6931471805599453 + x_2))/x_2', '(x_2*tanh(1.4142135623730951/(x_1*sin(log(x_0))**1.4710663818131498)))**(-tanh(x_0/x_1))', 'sqrt(x_1*tan(tan(0.73169086093501219*2**(1.0*log(tanh(x_1)/sqrt(x_0)))*log(x_0)**(0.45069385566594521 - 1.0*log(tanh(x_1)/sqrt(x_0)))/x_2)))', '1.0*sqrt((1.0*x_0**(sqrt(log(x_1))) + 0.4812118250596035/(x_2*sqrt(1 - 0.2315648205771945/x_2**2)))*tan(0.4812118250596035*sqrt(log(x_1))/(x_2*sqrt(1 - 0.2315648205771945/x_2**2))))', '1/(x_2**(sqrt(1/x_1))*(sqrt(1/x_1) + asin(0.5**x_0)))', 'sqrt((x_1/x_2)**log(x_0 + x_2 - 1.0))', '0.428995048540817*sqrt(x_0*x_1*(tanh(x_1)**x_2)**log(x_0)/(x_2*sqrt(-0.0338695259661794*x_0**2*(tanh(x_1)**x_2)**(2*log(x_0))/x_2**2 + 1.0)))', 'log(x_1/x_2 + sqrt((-2.302585092994046*0.99451365827687282**x_0/(x_0*x_2))**x_1))', '(x_0*sqrt(x_1) - 1)/(x_0*x_2**(0.618503137801576*tanh(x_2**0.618503137801576)**x_1))', '(x_0*(sqrt(x_1) - 0.08632372728927466*x_2 + 0.1848610589741687) - 1)/(x_0*sqrt(x_2))', '0.67979199558395*sqrt(x_0*(0.46211715726001*x_1/x_2)**(0.6700039301544183*x_0**0.5187881749403964))', 'sqrt((x_1 - 0.67647757335747171)*log(x_0))/x_2**0.67647757335747171', 'x_1**(x_1**(1/4)/4) - sin(0.735052587144716*log(x_2))**(sqrt(log(x_0)**(sqrt(x_1))))', 'sqrt(x_0*x_1**2*asin(x_0*x_1/(x_0*x_1*(x_2 + 2.718281828459045) + x_0 - x_1*x_2 - 1))/(x_1*x_2 + 1))', '(x_1*tanh(0.2*x_0 + 0.1)/x_2)**cos(cos(sqrt(1/tanh(0.2*x_0 + 0.1)) - 5.0))', 'log((x_1/x_2 + ((1.5707963267949/sqrt(x_0))**(0.5*x_1/x_2))**0.291926581726429)/(1.5707963267949/sqrt(x_0))**(0.5*x_1/x_2))', '((x_0*x_1*tanh(x_2)**tanh(x_2) - x_1 + tanh(x_2)**tanh(x_2))/x_0)**((tanh(x_2)**tanh(x_2))**(x_2**2))/x_2', '(-x_2 + (x_0**x_1 + 4.0)*log(x_1*x_2 + log(x_0)**x_1))/(x_2*(x_0**x_1 + 4.0))', 'x_1**sin(tanh(x_2/(sqrt(x_0) - x_0 + 4.0)))*tanh(x_0)**x_0/x_2', 'sqrt(x_1*tan(tan(tanh(x_1)**2/(x_2*((x_2 + 2.718281828459045)**(x_0**(-2.0)))**x_0))))', 'tanh(x_0)*tanh(x_2)**(-(x_0 - x_0/x_1)**x_2 + x_2**x_2/x_1)*tanh(x_1/x_2)', '(x_0/(x_2 + 1.80309))**(x_0/(x_2 + 1.80309))*tanh(x_1/(x_2 + 1.80309))', 'sqrt(log((x_1**tanh(sqrt(1/x_2)))**((x_0/x_2)**asin(sqrt(tanh(sqrt(1/x_2)))))))', 'x_1**((sqrt(x_0) - x_2)/x_2)*tanh(x_0**0.375)/(x_0*x_2)'];[0.0070607385239551, 0.0011452761542299, 0.0012097613825075, 0.0022756195766402, 0.0069211204704626, 0.0056579978867797, 0.0039713641663886, 0.0061709150235415, 0.0046152310419855, 0.0029860541386523, 0.0041772711428943, 0.0043785944540851, 0.0044253416426976, 0.0056200756280167, 0.006265812253618, 0.0021866964463433, 0.0080497006561399, 0.0065401731273451, 0.0038036252079702, 0.0017780086526769, 0.0002601209433301, 0.0021591828460044, 0.0049827599502687, 0.001668710144087, 0.0042480934042083, 0.0018508632710223, 0.0018114995332771, 0.0047807807436452, 0.0006051502347226];[99.957, 99.976, 99.933, 99.935, 99.938, 99.962, 99.972, 99.935, 99.951, 99.969, 99.955, 99.958, 99.949, 99.951, 99.935, 99.97, 99.964, 99.956, 99.941, 99.942, 99.907, 99.962, 99.942, 99.966, 99.971, 99.943, 99.934, 99.946, 99.967];[100.0, 94.0, 100.0, 90.0, 100.0, 92.0, 92.0, 92.0, 96.0, 96.0, 90.0, 96.0, 90.0, 98.0, 100.0, 98.0, 96.0, 98.0, 96.0, 94.0, 100.0, 92.0, 88.0, 96.0, 98.0, 82.0, 98.0, 98.0, 86.0];[76.0, 40.0, 34.0, 70.0, 72.0, 22.0, 66.0, 62.0, 38.0, 66.0, 56.0, 32.0, 56.0, 26.0, 60.0, 62.0, 38.0, 52.0, 44.0, 50.0, 44.0, 62.0, 50.0, 42.0, 72.0, 80.0, 84.0, 54.0, 50.0];[100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10];[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50];[100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000];[0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07];[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];['seed_46', 'seed_9', 'seed_21', 'seed_12', 'seed_18', 'seed_22', 'seed_37', 'seed_15', 'seed_45', 'seed_14', 'seed_8', 'seed_34', 'seed_6', 'seed_44', 'seed_2', 'seed_27', 'seed_35', 'seed_4', 'seed_29', 'seed_28', 'seed_31', 'seed_7', 'seed_50', 'seed_26', 'seed_24', 'seed_30', 'seed_3', 'seed_19', 'seed_48']
I.27.6;True;21;['x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + 1.0*x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', '1.0*x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(1.0*x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)', 'x_0*x_1/(x_0*x_2 + x_1)'];[7.588163980885709e-33, 9.105796777062851e-33, 0.0, 9.105796777062851e-33, 4.352601674315153e-33, 7.588163980885709e-33, 7.588163980885709e-33, 6.263124179147292e-33, 7.588163980885709e-33, 8.0118685686509e-33, 7.588163980885709e-33, 6.386383695588072e-33, 6.293939058257487e-33, 9.105796777062851e-33, 7.256904030451105e-33, 9.675872040601472e-33, 7.588163980885709e-33, 7.588163980885709e-33, 7.372459827114339e-33, 6.640606448247189e-33, 7.588163980885709e-33];[99.964, 99.936, 99.96, 99.981, 99.961, 99.97, 99.981, 99.971, 99.932, 99.958, 99.99, 99.953, 99.979, 99.974, 99.958, 99.936, 99.976, 99.957, 99.952, 99.96, 99.952];[96.0, 94.0, 94.0, 94.0, 98.0, 92.0, 96.0, 94.0, 94.0, 88.0, 100.0, 94.0, 94.0, 96.0, 96.0, 92.0, 96.0, 96.0, 98.0, 92.0, 98.0];[50.0, 30.0, 78.0, 22.0, 68.0, 50.0, 36.0, 56.0, 42.0, 74.0, 34.0, 66.0, 54.0, 30.0, 62.0, 36.0, 40.0, 18.0, 54.0, 80.0, 40.0];[54104, 94865, 27008, 4706, 8044, 71879, 584, 2223, 20327, 9755, 4801, 4107, 190, 4075, 11506, 6814, 52940, 83235, 13299, 5267, 33750];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10];[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50];[100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000];[0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07];[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];['seed_10', 'seed_47', 'seed_42', 'seed_16', 'seed_41', 'seed_11', 'seed_20', 'seed_23', 'seed_40', 'seed_38', 'seed_32', 'seed_1', 'seed_5', 'seed_36', 'seed_43', 'seed_33', 'seed_17', 'seed_39', 'seed_25', 'seed_49', 'seed_13']
