regs;inst;popS;gen;mutInst;mutRegs;cross;count;good_fitness;function_dir;final_function;final_fitness;stagnation;start_diversity;end_diversity;found_generation;seed_dir;parameter_combination
10;10;50;100000;0.05;0.1;0.1;1;[True];['I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5'];[9.687211916114024e-30];[99.933];[100.0];[60.0];[34315];['seed_10'];10_10_50_100000_0.05_0.1_0.1
10;10;50;100000;0.05;0.2;0.7;1;[True];['I.8.14'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)'];[0.0];[99.92];[100.0];[32.0];[82366];['seed_16'];10_10_50_100000_0.05_0.2_0.7
10;10;50;100000;0.07;0.3;0.4;1;[True];['I.8.14'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)'];[0.0];[99.947];[98.0];[72.0];[32907];['seed_9'];10_10_50_100000_0.07_0.3_0.4
10;10;50;100000;0.09;0.3;0.7;1;[True];['I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5'];[5.5220263365470826e-30];[99.925];[94.0];[96.0];[97525];['seed_13'];10_10_50_100000_0.09_0.3_0.7
10;10;100;50000;0.05;0.2;0.1;2;[True, True];['I.11.19', 'I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*(1.0*x_0*x_1*x_4 - 1.0*x_0*x_2*(x_0 - x_5) + x_2 + x_3)'];[7.888609052210118e-30, 1.3694625314636764e-29];[99.874, 99.9];[98.0, 95.0];[55.0, 75.0];[5181, 26298];['seed_11', 'seed_14'];10_10_100_50000_0.05_0.2_0.1
10;10;100;50000;0.05;0.2;0.5;2;[True, True];['I.11.19', 'I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[4.259848888193464e-30, 8.993014319519536e-30];[99.872, 99.878];[95.0, 93.0];[62.0, 41.0];[10177, 34245];['seed_12', 'seed_18'];10_10_100_50000_0.05_0.2_0.5
10;10;100;50000;0.05;0.3;0.7;1;[True];['I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5'];[8.70902439363997e-30];[99.948];[95.0];[33.0];[2689];['seed_19'];10_10_100_50000_0.05_0.3_0.7
10;10;100;50000;0.07;0.5;0.1;1;[True];['I.8.14'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)'];[0.0];[99.914];[96.0];[61.0];[2801];['seed_9'];10_10_100_50000_0.07_0.5_0.1
10;10;100;50000;0.09;0.1;0.5;1;[True];['I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0];[99.954];[95.0];[44.0];[10625];['seed_13'];10_10_100_50000_0.09_0.1_0.5
10;10;150;33333;0.05;0.2;0.3;2;[True, True];['I.8.14', 'I.11.19'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 7.793945743583597e-30];[99.8379983799838, 99.8739987399874];[93.33, 94.67];[33.33, 64.0];[13934, 23045];['seed_12', 'seed_21'];10_10_150_33333_0.05_0.2_0.3
