regs;inst;popS;gen;mutInst;mutRegs;cross;count;good_fitness;function_dir;final_function;final_fitness;stagnation;start_diversity;end_diversity;found_generation;seed_dir;parameter_combination
10;10;100;50000;0.09;0.7;0.7;2;[True, True];['I.8.14', 'I.11.19'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 7.793945743583597e-30];[99.898, 99.916];[95.0, 94.0];[45.0, 60.0];[45056, 34416];['seed_33', 'seed_30'];10_10_100_50000_0.09_0.7_0.7
10;10;150;33333;0.05;0.2;0.3;4;[True, True, True, True];['I.11.19', 'I.11.19', 'I.11.19', 'II.11.28'];['x_0*x_3 + x_1*x_4 + x_2*x_5 - 2.33486982377251e-16*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', '(-2*x_0*x_1 - 3.0)/(x_0*x_1 - 3.0)'];[5.301145283085199e-30, 1.2747992228371548e-29, 9.40322199023446e-30, 3.7470892997998056e-32];[99.8619986199862, 99.7059970599706, 99.7089970899709, 99.9489994899949];[93.33, 92.0, 91.33, 96.67];[81.33, 35.33, 51.33, 52.0];[2559, 4282, 29224, 3938];['seed_51', 'seed_27', 'seed_63', 'seed_34'];10_10_150_33333_0.05_0.2_0.3
10;10;150;33333;0.05;0.7;0.5;6;[True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.8.14', 'I.8.14', 'I.11.19', 'I.11.19'];['sqrt((-x_0 + x_1)**2.0 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[99.8709987099871, 99.8379983799838, 99.7689976899769, 99.8109981099811, 99.9009990099901, 99.8649986499865];[96.0, 94.0, 94.67, 90.0, 90.67, 89.33];[33.33, 28.0, 44.0, 40.67, 29.33, 36.67];[7497, 19782, 6283, 20224, 778, 9990];['seed_42', 'seed_41', 'seed_72', 'seed_43', 'seed_66', 'seed_31'];10_10_150_33333_0.05_0.7_0.5
10;10;150;33333;0.07;0.1;0.2;7;[True, True, True, True, True, True, True];['I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 - 0.9999999999999999*x_2*(x_4 - x_5) + x_4*(x_1 + x_2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 8.67746995743113e-30, 8.898351010893014e-30, 5.1433731020409966e-30, 5.301145283085199e-30, 5.1433731020409966e-30, 0.0];[99.7629976299763, 99.8619986199862, 99.8859988599886, 99.7989979899799, 99.8559985599856, 99.84099840998412, 99.7089970899709];[92.67, 90.0, 93.33, 92.0, 93.33, 92.67, 95.33];[58.0, 40.67, 49.33, 44.67, 50.67, 50.67, 56.0];[28277, 9993, 2710, 11504, 5855, 10192, 18854];['seed_57', 'seed_75', 'seed_72', 'seed_27', 'seed_43', 'seed_30', 'seed_52'];10_10_150_33333_0.07_0.1_0.2
10;10;150;33333;0.07;0.2;0.05;8;[True, True, True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 0.0, 1.1296488162764889e-29, 1.0412963948917357e-29, 5.1433731020409966e-30, 9.939647405784748e-30, 6.279332805559255e-30, 0.0];[99.8649986499865, 99.87699876998772, 99.8919989199892, 99.7779977799778, 99.9489994899949, 99.8439984399844, 99.8589985899859, 99.8619986199862];[96.0, 92.0, 91.33, 96.0, 92.0, 93.33, 89.33, 89.33];[46.67, 38.0, 63.33, 32.0, 50.0, 72.0, 43.33, 46.0];[16714, 7401, 6604, 31138, 24086, 15578, 7149, 10825];['seed_42', 'seed_71', 'seed_65', 'seed_73', 'seed_32', 'seed_72', 'seed_50', 'seed_26'];10_10_150_33333_0.07_0.2_0.05
10;10;150;33333;0.07;0.7;0.1;6;[True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_1*(x_3 + x_4) + x_2*x_5 + 1.0*x_3*(x_0 - x_1)'];[0.0, 0.0, 5.2064819744586776e-30, 9.40322199023446e-30, 4.764719867534911e-30, 6.815758221109542e-30];[99.8529985299853, 99.8709987099871, 99.82899828998288, 99.87699876998772, 99.8859988599886, 99.8049980499805];[93.33, 94.0, 95.33, 95.33, 95.33, 95.33];[38.67, 48.0, 69.33, 57.33, 59.33, 78.67];[5719, 8560, 14623, 18721, 789, 15959];['seed_29', 'seed_28', 'seed_47', 'seed_28', 'seed_52', 'seed_58'];10_10_150_33333_0.07_0.7_0.1
10;10;150;33333;0.09;0.2;0.1;4;[True, True, True, True];['I.11.19', 'I.11.19', 'I.11.19', 'II.11.28'];['x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', '(-0.666666666666667*x_0*x_1 - 1)/(0.333333333333333*x_0*x_1 - 1)'];[8.109490105672002e-30, 1.0255191767873152e-29, 1.0886280492049965e-29, 1.3312027775604575e-32];[99.82299822998228, 99.849998499985, 99.8949989499895, 99.8979989799898];[93.33, 89.33, 93.33, 95.33];[59.33, 68.67, 53.33, 60.0];[20261, 14651, 11269, 16903];['seed_43', 'seed_33', 'seed_49', 'seed_60'];10_10_150_33333_0.09_0.2_0.1
10;10;150;33333;0.09;0.5;0.05;8;[True, True, True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.8.14', 'I.8.14', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19'];['sqrt((x_2 - x_3)**2 + 1)', 'sqrt((-x_0 + x_1)**2.0 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[2.465190328815662e-33, 0.0, 0.0, 0.0, 0.0, 0.0, 7.793945743583597e-30, 0.0];[99.8949989499895, 99.8379983799838, 99.7719977199772, 99.8889988899889, 99.8679986799868, 99.8829988299883, 99.9009990099901, 99.8829988299883];[92.0, 95.33, 94.67, 93.33, 92.67, 98.0, 96.0, 95.33];[72.0, 51.33, 68.67, 65.33, 48.67, 76.0, 62.0, 54.0];[17164, 10210, 30720, 4663, 28309, 3993, 5595, 5751];['seed_71', 'seed_50', 'seed_62', 'seed_64', 'seed_57', 'seed_55', 'seed_38', 'seed_28'];10_10_150_33333_0.09_0.5_0.05
10;10;200;25000;0.07;0.7;0.05;9;[True, True, True, True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.8.14', 'I.8.14', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'II.11.28'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt(1.0*(x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5 + 2.33486982377251e-16', '(-0.666666666666667*x_0*x_1 - 1)/(0.333333333333333*x_0*x_1 - 1)'];[0.0, 0.0, 0.0, 0.0, 0.0, 5.1433731020409966e-30, 9.056123191937217e-30, 7.162857019406787e-30, 1.5284180038657104e-32];[99.848, 99.912, 99.812, 99.716, 99.88, 99.772, 99.792, 99.776, 99.956];[94.5, 94.5, 89.5, 94.5, 91.0, 92.0, 87.0, 95.0, 93.5];[56.5, 66.5, 58.0, 49.0, 54.5, 45.5, 57.5, 61.5, 57.0];[3078, 4747, 16753, 8861, 500, 16056, 6653, 3938, 24556];['seed_75', 'seed_74', 'seed_44', 'seed_36', 'seed_42', 'seed_45', 'seed_54', 'seed_58', 'seed_62'];10_10_200_25000_0.07_0.7_0.05
10;10;200;25000;0.09;0.4;0.15;7;[True, True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.8.14', 'I.8.14', 'I.11.19', 'I.11.19', 'I.11.19'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', '1.4142135623731*sqrt(x_0 - x_1 + 0.5*(x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2.0 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 0.0, 0.0, 0.0, 9.434776426443305e-30, 7.793945743583597e-30, 0.0];[99.864, 99.744, 99.828, 99.784, 99.8, 99.9, 99.808];[91.0, 94.5, 95.0, 91.0, 91.5, 92.0, 92.0];[58.0, 52.0, 46.0, 72.0, 63.5, 62.0, 81.0];[6222, 19256, 21120, 20182, 12819, 2160, 9241];['seed_41', 'seed_36', 'seed_30', 'seed_52', 'seed_74', 'seed_45', 'seed_51'];10_10_200_25000_0.09_0.4_0.15
10;10;200;25000;0.09;0.5;0.7;3;[True, True, True];['I.8.14', 'I.11.19', 'I.11.19'];['sqrt((x_0 - x_1)**2.0 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 7.793945743583597e-30, 0.0];[99.84, 99.796, 99.784];[94.5, 90.0, 93.0];[37.5, 45.0, 53.0];[12145, 21879, 10651];['seed_74', 'seed_56', 'seed_64'];10_10_200_25000_0.09_0.5_0.7
10;10;200;25000;0.15;0.3;0.15;3;[True, True, True];['I.11.19', 'I.11.19', 'I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[6.500213859021137e-30, 0.0, 5.2064819744586776e-30];[99.864, 99.804, 99.848];[95.5, 92.5, 92.0];[65.0, 59.5, 75.0];[15232, 13731, 7415];['seed_47', 'seed_38', 'seed_60'];10_10_200_25000_0.15_0.3_0.15
10;10;250;20000;0.07;0.1;0.3;8;[True, True, True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.8.14', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt(1.0*(-x_0 + x_1)**2.0 + (x_2 - x_3)**2.0)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', '1.0*x_0*x_3 + 1.0*x_1*x_4 + 1.0*x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 0.0, 0.0, 7.478401381495192e-30, 6.500213859021137e-30, 0.0, 9.560994171278662e-30, 0.0];[99.695, 99.77, 99.81, 99.815, 99.81, 99.745, 99.825, 99.82];[88.8, 89.6, 93.6, 94.4, 88.4, 82.8, 92.0, 88.0];[50.4, 62.4, 43.6, 48.0, 61.6, 39.2, 43.6, 42.4];[16687, 9383, 17805, 14804, 10580, 6693, 7636, 1906];['seed_55', 'seed_66', 'seed_39', 'seed_47', 'seed_34', 'seed_40', 'seed_72', 'seed_63'];10_10_250_20000_0.07_0.1_0.3
10;10;250;20000;0.07;0.3;0.3;2;[True, True];['I.11.19', 'I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[1.4767476145737337e-29, 5.2064819744586776e-30];[99.9, 99.765];[89.2, 90.4];[68.0, 53.2];[619, 5630];['seed_51', 'seed_61'];10_10_250_20000_0.07_0.3_0.3
10;10;250;20000;0.07;0.5;0.3;11;[True, True, True, True, True, True, True, True, True, True, True];['I.8.14', 'I.8.14', 'I.8.14', 'I.8.14', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19', 'I.11.19'];['sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((x_0 - x_1)**2 + (x_2 - x_3)**2)', 'sqrt((-x_0 + x_1)**2.0 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1*x_4 + x_2*x_5', '(x_0*(x_1*x_4 - x_2*(x_0 - x_5)) + x_2 + x_3)/x_0', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5', '1.0*x_0*x_3 + 1.0*x_1*x_4 + 1.0*x_2*x_5', 'x_0*x_3 + x_1*x_4 + x_2*x_5'];[0.0, 0.0, 0.0, 0.0, 8.64591552122229e-30, 7.099748146989106e-30, 7.036639274571425e-30, 6.941975965944904e-30, 5.5220263365470826e-30, 7.920163488418959e-30, 4.133631143358102e-30];[99.775, 99.695, 99.805, 99.67, 99.79, 99.81, 99.865, 99.79, 99.89, 99.74, 99.895];[92.4, 88.8, 91.6, 92.0, 88.8, 88.4, 86.8, 89.2, 89.6, 92.8, 86.0];[61.6, 56.0, 50.4, 58.4, 51.6, 54.0, 72.0, 58.8, 36.0, 45.2, 38.8];[6330, 14107, 9688, 12105, 14149, 4352, 7227, 3325, 1042, 5616, 450];['seed_70', 'seed_55', 'seed_28', 'seed_62', 'seed_74', 'seed_34', 'seed_66', 'seed_51', 'seed_28', 'seed_39', 'seed_50'];10_10_250_20000_0.07_0.5_0.3
10;10;250;20000;0.15;0.3;0.1;1;[True];['I.11.19'];['x_0*x_3 + x_1*x_4 + x_2*x_5'];[7.667727998748235e-30];[99.85];[91.2];[51.6];[12109];['seed_38'];10_10_250_20000_0.15_0.3_0.1
10;10;1250;4000;0.09;0.1;0.05;2;[True, True];['I.8.14', 'I.11.19'];['sqrt(1.0*(x_0 - x_1)**2 + (x_2 - x_3)**2)', 'x_0*x_3 + x_1/x_4 + x_2*x_5'];[0.0, 2.2719194070365143e-30];[98.575, 99.225];[80.96, 77.52];[43.52, 40.96];[3906, 1492];['seed_29', 'seed_48'];10_10_1250_4000_0.09_0.1_0.05
